name,depth_ppm,truth,prob_baseline,pred_baseline,prob_norm_0.0015,pred_norm_0.0015,target_depth
TOI-1916.01,4358.3260875,1,0.2112424373626709,0,0.3144131302833557,0,0.0015
TOI-5523.02,4280.3883109,1,0.5610098838806152,1,0.8012500405311584,1,0.0015
TOI-1298.01,4199.7558754,1,0.6616061329841614,1,0.7284612059593201,1,0.0015
TOI-5467.01,4050.0,1,0.45819148421287537,1,0.6433965563774109,1,0.0015
TOI-1554.01,4001.924935,1,0.8644490242004395,1,0.8761077523231506,1,0.0015
TOI-4534.01,3881.5844287,1,0.6039659976959229,1,0.7078313231468201,1,0.0015
TOI-270.01,3856.1060852,1,0.7710619568824768,1,0.8345270752906799,1,0.0015
TOI-1493.01,3710.0,1,0.5904191732406616,1,0.6539474725723267,1,0.0015
TOI-5097.01,3650.0,1,0.8230237364768982,1,0.8607507348060608,1,0.0015
TOI-2421.01,3520.0,1,0.673797607421875,1,0.6834261417388916,1,0.0015
TOI-256.02,3469.450739,1,0.8003153800964355,1,0.8673118352890015,1,0.0015
TOI-1239.01,3292.6812864,1,0.8729184865951538,1,0.8764907121658325,1,0.0015
TOI-576.01,3219.0,1,0.7087502479553223,1,0.6728116869926453,1,0.0015
TOI-1266.01,3168.3853584,1,0.8670733571052551,1,0.8663110733032227,1,0.0015
TOI-2543.01,3098.3066655,1,0.8312901854515076,1,0.8171362280845642,1,0.0015
TOI-569.01,2970.0,1,0.8526080250740051,1,0.8612815737724304,1,0.0015
TOI-5168.01,2930.0,1,0.8130385279655457,1,0.7786410450935364,1,0.0015
TOI-654.01,2892.4227936,1,0.5425864458084106,1,0.6594706773757935,1,0.0015
TOI-1288.01,2798.0,1,0.6204968094825745,1,0.666084349155426,1,0.0015
TOI-4916.01,2690.0,1,0.6842799186706543,1,0.6197299957275391,1,0.0015
TOI-470.01,2625.0570737,1,0.856472373008728,1,0.8556212186813354,1,0.0015
TOI-1828.01,2570.0,1,0.85750412940979,1,0.8452255129814148,1,0.0015
TOI-1408.01,2447.0,1,0.8288285136222839,1,0.8300184607505798,1,0.0015
TOI-1836.01,2371.5221505,1,0.8687454462051392,1,0.8474745154380798,1,0.0015
TOI-540.01,2318.6594409,1,0.7905950546264648,1,0.7912349700927734,1,0.0015
