kepoi_name,ss,snr
K02188.01,1,26.5
K02190.01,0,55.4
K07822.01,0,19.6
K02847.01,0,19.8
K02858.01,0,31.2
K02860.01,0,17.8
K02874.01,0,38.0
K02875.01,1,53.6
K02879.01,0,38.2
K07831.01,0,9.1
K04001.01,1,33.9
K04002.01,0,22.4
K04003.01,0,29.8
K04004.01,0,27.7
K04005.01,0,20.3
K07843.01,0,8.9
K01772.01,0,131.1
K01766.01,1,1094.6
K01903.01,1,46.6
K01912.01,0,19.7
K01811.01,1,6.8
K01791.01,1,86.9
K02192.01,0,51.7
K02196.01,1,17.2
K02197.01,0,31.2
K02198.01,0,21.9
K02199.01,0,18.3
K03932.01,1,25.7
K03933.01,0,32.7
K03934.01,1,11.6
K03935.01,0,33.5
K03936.01,0,43.3
K07832.01,0,4.4
K04006.01,0,19.3
K04007.01,0,18.7
K04008.01,1,24.1
K02172.02,0,8.7
K04009.01,0,17.9
K07844.01,0,29.5
K01768.01,1,585.0
K01757.01,1,1170.5
K01775.01,0,100.3
K01936.01,0,21.7
K01777.01,0,238.7
K02203.01,0,25.3
K02207.01,1,39.5
K02211.01,0,50.2
K02050.01,1,30.1
K02231.01,0,27.3
K07823.01,0,24.9
K03936.02,0,11.4
K03937.01,1,31.7
K03938.01,1,31.9
K03939.01,1,15.8
K03940.01,0,40.8
K07833.01,0,10.6
K04010.01,0,24.0
K04011.01,1,44.1
K04012.01,0,23.5
K04013.01,0,18.0
K04014.01,0,27.7
K07845.01,0,6.9
K01755.01,0,20.3
K01991.01,1,42.3
K01836.01,0,17.3
K01778.01,1,155.1
K01780.01,1,74.3
K07813.01,0,11.7
K02234.01,0,31.7
K02235.01,0,41.7
K02239.01,1,28.2
K02240.01,0,6.1
K02244.01,0,17.1
K07824.01,0,22.5
K02135.02,0,15.0
K03941.01,0,101.2
K03942.01,1,32.8
K03943.01,0,76.3
K03944.01,1,33.3
K07834.01,0,8.6
K04015.01,0,20.6
K04016.01,0,22.6
K04017.01,0,41.0
K04018.01,1,23.8
K00266.01,0,54.2
K00065.01,0,
K00383.01,0,
K00860.01,0,
K01789.01,0,70.6
K01956.01,0,64.4
K01834.01,1,6.6
K01995.01,1,43.5
K01855.01,0,34.1
K07814.01,0,11.1
K02249.01,0,36.2
K02251.01,0,31.4
K02254.01,0,22.2
K02258.01,0,15.9
K02054.01,0,29.9
K03945.01,1,17.7
K03946.01,0,56.8
K03947.01,1,59.3
K03947.02,0,69.4
K03948.01,0,454.0
K03949.01,1,26.1
K00562.01,0,
K00364.01,0,
K00879.01,0,
K00885.01,0,
K00589.01,0,2.9
K00594.01,0,
K00962.01,0,
K00973.01,0,
K01026.01,0,
K01027.01,0,
K01131.01,1,177.2
K01137.01,1,294.8
K01411.01,0,113.4
K01744.01,0,51.6
K01740.01,1,3596.6
K01918.01,1,40.7
K01748.01,1,108.2
K01943.01,0,37.6
K07815.01,0,17.5
K02262.01,0,12.6
K02267.01,0,24.9
K02268.01,0,12.9
K02270.01,0,11.1
K02275.01,0,37.6
K07825.01,0,8.5
K02135.03,0,21.1
K03950.01,0,150.7
K03951.01,0,27.1
K03952.01,1,70.4
K03953.01,0,83.2
K07835.01,0,9.1
K01351.01,1,127.7
K01195.01,0,52.0
K01483.01,1,147.3
K00111.04,0,
K01611.01,1,5518.2
K01624.01,0,45.6
K07846.01,0,11.2
K01817.01,0,45.6
K01869.01,0,18.4
K01951.01,0,42.6
K02030.01,0,47.6
K01752.01,0,12.7
K07816.01,0,12.6
K02277.01,0,24.6
K02284.01,1,8.3
K02292.01,0,12.7
K02301.01,1,27.3
K02061.01,0,17.8
K07826.01,0,2.5
K03954.01,1,41.8
K03955.01,0,124.0
K03956.01,1,27.6
K03957.01,0,103.3
K03958.01,0,42.0
K07836.01,0,12.5
K01625.01,0,27.3
K01617.01,0,
K01620.01,1,27.1
K01631.01,0,303.8
K01634.01,0,4.9
K01614.01,0,8.9
K07847.01,0,11.9
K01919.01,1,29.7
K01743.01,0,19.2
K01741.01,1,639.3
K01767.01,1,85.4
K01769.01,1,1227.6
K02065.01,0,24.9
K02068.01,0,20.9
K02070.01,0,60.7
K02077.01,1,11.4
K02085.01,0,18.0
K07828.01,0,8.4
K03959.01,0,110.6
K02147.02,0,9.7
K03960.01,1,36.0
K03961.01,1,38.4
K03962.01,1,244.1
K03963.01,0,160.1
K01623.01,0,48.2
K01657.01,1,119.0
K01658.01,1,1109.7
K01663.01,1,27.4
K01664.01,1,488.5
K03104.01,0,14.2
K03118.01,0,
K03121.01,0,11.7
K01422.05,0,13.3
K03133.01,0,29.3
K03134.01,0,18.7
K03137.01,0,12.6
K03138.01,0,9.6
K03139.01,0,
K03143.01,0,
K03149.01,0,
K00351.05,0,22.7
K00351.06,0,19.2
K02881.01,1,151.7
K02893.01,1,23.0
K02902.01,0,
K02909.01,1,21.7
K02916.01,1,29.3
K02925.01,0,17.9
K02934.01,0,25.0
K00918.02,0,21.2
K00966.02,0,
K01961.02,0,7.6
K02037.02,0,16.7
K02473.02,0,
K02533.02,0,
K02570.02,0,
K02586.02,0,5.5
K02612.02,0,10.9
K02631.02,0,
K01871.02,0,34.2
K01783.02,0,53.5
K02940.01,0,
K02941.01,0,17.0
K02947.01,0,9.3
K02950.01,1,304.4
K02953.01,1,22.1
K02954.01,1,14.5
K02957.01,0,11.7
K02974.01,0,21.2
K02983.01,1,33.3
K02988.01,0,
K02993.01,1,146.7
K03001.01,1,58.9
K03006.01,0,18.8
K03009.01,0,13.6
K03016.01,0,18.9
K03024.01,0,12.4
K03044.01,0,53.8
K03046.01,0,
K03054.01,1,18.3
K03062.01,0,17.0
K03076.01,0,
K03077.01,0,11.9
K00351.04,0,34.4
K03079.01,0,
K03080.01,0,
K03094.01,0,18.0
K03096.01,0,17.2
K03100.01,1,21.7
K03102.01,0,6.1
K03103.01,0,6.6
K00068.01,0,73.2
K01599.02,0,22.6
K02793.02,0,26.7
K03077.02,0,10.3
K00339.03,0,26.2
K00577.02,0,17.6
K07854.01,1,9.6
K05148.01,0,6.6
K05149.01,0,9.8
K05150.01,0,10.2
K05151.01,0,6.2
K05152.01,0,35.3
K05153.01,0,6.5
K05154.01,0,
K05155.01,0,64.0
K05272.01,0,19.2
K05273.01,0,25.1
K05274.01,0,9.0
K05275.01,0,9.0
K05276.01,0,12.0
K05277.01,0,15.7
K05278.01,0,76.0
K05279.01,0,9.4
K03376.01,0,12.0
K03381.02,1,11.8
K03447.01,0,15.4
K03453.01,0,10.8
K03463.01,0,11.3
K03478.01,0,13.2
K05030.01,0,8.5
K05031.01,0,
K05032.01,1,136.4
K05033.01,0,8.0
K05034.01,1,854.1
K05035.01,0,
K05036.01,0,6.6
K05037.01,0,11.6
K05156.01,0,178.7
K05157.01,0,4.1
K05158.01,0,4.6
K05159.01,0,
K05160.01,0,
K05161.01,0,
K05162.01,0,14.7
K05163.01,0,10.6
K05280.01,0,234.3
K05281.01,0,11.0
K05282.01,0,8.6
K05283.01,0,9.8
K05284.01,0,34.7
K05285.01,0,6.2
K05286.01,0,12.0
K05287.01,0,16.3
K03494.01,0,14.8
K03508.01,0,13.0
K03509.01,0,35.3
K03781.01,0,416.2
K03791.02,0,121.2
K04920.01,0,9.6
K05038.01,1,37.0
K05039.01,0,5.5
K05040.01,0,10.8
K05041.01,0,8.0
K05042.01,0,7.0
K05043.01,0,5.9
K05044.01,0,5.9
K05045.01,1,967.4
K05164.01,0,7.1
K05165.01,0,9.6
K05166.01,0,
K05167.01,0,5.7
K05168.01,1,240.0
K05169.01,0,9.7
K05170.01,0,7.6
K05171.01,1,297.8
K05288.01,0,10.4
K05289.01,0,21.3
K05290.01,0,8.2
K05291.01,0,10.9
K05292.01,0,
K05293.01,1,2291.1
K05294.01,0,6.1
K05295.01,0,
K04921.01,0,9.8
K04922.01,0,5.7
K04923.01,0,8.3
K04924.01,0,13.9
K04925.01,1,607.5
K04926.01,0,8.6
K04927.01,1,30.5
K04928.01,0,220.5
K05046.01,0,11.3
K05047.01,0,9.1
K05048.01,0,8.4
K05049.01,0,7.1
K05050.01,0,22.2
K05051.01,0,
K05052.01,1,36.7
K05053.01,0,6.5
K05172.01,0,12.6
K05173.01,0,25.3
K05174.01,0,11.2
K05175.01,0,9.5
K05176.01,0,7.3
K05177.01,0,
K05178.01,0,11.6
K05296.01,1,930.8
K05297.01,0,8.1
K05298.01,1,4630.1
K05299.01,0,6.5
K05300.01,0,10.9
K05301.01,0,6.0
K05302.01,0,25.2
K05303.01,0,9.2
K04929.01,0,20.1
K04930.01,0,9.0
K04931.01,0,7.9
K04932.01,0,
K04933.01,0,6.2
K04934.01,0,133.3
K04935.01,0,31.1
K04936.01,1,432.5
K05054.01,1,148.9
K05055.01,0,9.3
K05056.01,0,
K05057.01,0,12.4
K05058.01,1,6485.8
K05059.01,1,1107.1
K05060.01,0,11.9
K05061.01,1,368.9
K05179.01,1,22.8
K05180.01,1,103.6
K05181.01,0,8.4
K05182.01,0,5.5
K05183.01,0,6.8
K05184.01,0,6.3
K05185.01,0,5.9
K05304.01,0,8.3
K05305.01,0,142.4
K05306.01,0,9.2
K05307.01,0,14.3
K05308.01,0,1073.3
K05309.01,0,
K05310.01,0,8.1
K05311.01,0,6.1
K04937.01,0,83.4
K04938.01,0,11.5
K04939.01,1,135.6
K04940.01,0,8.2
K04941.01,0,7.0
K04942.01,0,23.4
K04943.01,0,4.0
K04944.01,0,78.5
K05062.01,0,
K05063.01,0,12.0
K05064.01,0,5.7
K05065.01,0,8.4
K05066.01,0,5.6
K05067.01,0,7.1
K05068.01,0,15.1
K05186.01,0,6.0
K05187.01,1,61.3
K05188.01,0,8.0
K05189.01,1,53.6
K05190.01,1,23.3
K05191.01,0,6.9
K05192.01,0,7.9
K05193.01,0,6.9
K05328.01,1,2629.0
K05329.01,0,220.6
K05330.01,1,10.0
K05331.01,0,8.6
K05332.01,0,7.1
K05333.01,0,12.1
K07855.01,0,7.2
K05334.01,0,8.7
K05335.01,1,5494.6
K04945.01,0,9.6
K04946.01,0,12.4
K04947.01,1,23.0
K04948.01,0,8.3
K07856.01,0,20.9
K04949.01,0,5.4
K04950.01,0,17.4
K04951.01,1,15.3
K05069.01,0,6.5
K05070.01,0,7.0
K05071.01,0,33.2
K05072.01,0,42.7
K05073.01,0,2386.6
K05074.01,0,
K05075.01,1,525.4
K05076.01,0,962.6
K05194.01,0,
K05195.01,0,10.0
K05196.01,0,12.2
K05197.01,0,
K05198.01,0,6.9
K05199.01,0,6.9
K05200.01,0,9.7
K05201.01,0,7.1
K05312.01,0,39.4
K05313.01,0,13.7
K05314.01,0,8.6
K05315.01,0,6.0
K05316.01,1,8.4
K05317.01,1,4607.4
K05318.01,0,12.5
K05319.01,0,6.9
K04952.01,0,
K04953.01,1,37.1
K04954.01,0,5.6
K04955.01,0,
K04956.01,0,
K04957.01,0,
K04958.01,0,8.6
K04959.01,1,1740.2
K05077.01,0,10.9
K05078.01,0,8.8
K05079.01,0,7.2
K05080.01,0,
K05081.01,0,6.3
K05082.01,0,13.8
K05083.01,0,8.4
K05084.01,0,60.4
K05202.01,0,8.8
K05203.01,0,5.8
K05204.01,0,10.7
K05205.01,0,39.5
K05206.01,1,2666.0
K05207.01,0,9.6
K05208.01,0,8.8
K05209.01,0,10.8
K05320.01,0,13.6
K05321.01,0,12.3
K05322.01,0,8.5
K05323.01,1,124.6
K05324.01,0,9.9
K05325.01,0,6.1
K05326.01,0,15.0
K05327.01,0,17.9
K04960.01,0,
K04961.01,0,11.8
K04962.01,0,5.9
K04963.01,0,17.0
K04964.01,0,7.0
K04965.01,0,9.8
K04966.01,1,24.6
K04967.01,0,8.7
K05085.01,0,8.8
K05086.01,1,664.6
K05087.01,0,7.1
K05088.01,0,9.4
K05089.01,0,9.0
K05090.01,1,438.3
K05091.01,0,6.0
K05092.01,0,8.1
K05210.01,0,
K05211.01,0,8.0
K05212.01,0,9.7
K05213.01,0,5.0
K05214.01,0,14.9
K05215.01,0,19.3
K05216.01,0,8.3
K05336.01,0,21.6
K05337.01,0,8.3
K05338.01,0,6.5
K05339.01,1,601.5
K05340.01,0,6.5
K05341.01,0,11.8
K05342.01,0,
K05343.01,0,10.3
K04968.01,1,47.5
K04969.01,0,
K04970.01,0,8.8
K04971.01,0,6.0
K04972.01,0,12.2
K04973.01,1,23.5
K04974.01,0,5.8
K04975.01,0,14.5
K05093.01,1,4731.1
K05094.01,0,6.5
K05095.01,0,9.4
K05096.01,0,2.5
K05097.01,0,6.0
K05098.01,0,15.2
K05099.01,0,7.3
K05100.01,0,55.3
K05217.01,0,11.8
K05218.01,0,195.5
K05219.01,0,14.2
K05220.01,1,64.6
K05221.01,0,5.7
K05222.01,0,14.0
K05223.01,0,22.0
K05224.01,0,13.1
K04976.01,0,10.6
K04977.01,0,8.3
K04978.01,0,7.6
K04979.01,0,
K04980.01,1,3630.4
K04981.01,0,6.0
K04982.01,1,4679.3
K04983.01,0,9.0
K05101.01,0,8.7
K05102.01,0,6.6
K05103.01,0,
K05104.01,0,10.2
K05105.01,0,5.4
K05106.01,0,8.7
K05107.01,0,9.7
K05108.01,1,87.5
K05225.01,0,6.6
K05226.01,0,8.2
K05227.01,0,16.2
K05228.01,0,12.3
K05229.01,0,13.3
K05230.01,0,8.7
K05231.01,0,8.1
K05232.01,0,11.1
K04984.01,0,9.2
K04985.01,0,6.3
K04986.01,0,7.4
K04987.01,0,7.8
K04988.01,0,11.3
K04989.01,0,9.2
K04990.01,0,9.8
K04991.01,0,7.5
K05109.01,1,13.5
K05110.01,0,9.5
K05111.01,1,223.5
K05112.01,0,
K05113.01,0,6.7
K05114.01,0,6.3
K05115.01,1,5312.7
K05116.01,0,6.7
K05233.01,0,166.0
K05234.01,0,9.2
K05235.01,0,6.3
K05236.01,0,20.8
K05237.01,0,8.6
K05238.01,0,9.6
K05239.01,0,10.8
K05240.01,0,10.6
K04992.01,0,10.5
K04993.01,0,
K04994.01,0,8.4
K04995.01,0,
K04996.01,0,
K04997.01,0,14.2
K04998.01,0,8.3
K05117.01,0,10.1
K05118.01,0,
K05119.01,0,12.9
K05120.01,1,13.2
K05121.01,0,18.6
K05122.01,0,6.6
K05123.01,0,6.7
K05241.01,1,202.3
K05242.01,0,6.5
K05243.01,1,272.2
K05244.01,0,11.9
K05245.01,0,49.4
K05246.01,0,5.8
K05247.01,0,11.8
K05248.01,0,9.9
K04999.01,0,9.9
K05000.01,0,
K05001.01,0,5.5
K05002.01,0,6.9
K05003.01,0,7.3
K05004.01,0,9.4
K05005.01,0,15.3
K05124.01,0,10.4
K05125.01,0,7.7
K05126.01,0,10.8
K05127.01,1,488.7
K05128.01,0,7.7
K05129.01,1,6.2
K05130.01,0,8.6
K05131.01,1,52.1
K05249.01,0,9.8
K05250.01,0,14.7
K05251.01,0,18.6
K05252.01,0,12.5
K05253.01,0,7.0
K05254.01,0,8.5
K05255.01,1,27.8
K00701.04,0,19.3
K02045.03,0,11.5
K02150.02,0,12.0
K02422.02,0,11.9
K05006.01,0,
K05007.01,0,11.7
K05008.01,0,
K05009.01,0,5.6
K05010.01,0,14.8
K05011.01,0,48.6
K05012.01,0,72.1
K05013.01,0,26.6
K05132.01,1,1070.3
K05133.01,0,6.0
K05134.01,0,6.8
K05135.01,0,7.5
K05136.01,0,
K05137.01,0,
K05138.01,1,2384.6
K05139.01,0,5.2
K05256.01,0,11.0
K05257.01,0,6.0
K05258.01,0,7.7
K05259.01,0,5.7
K05260.01,0,17.9
K05261.01,0,4.7
K05262.01,0,14.0
K05263.01,0,6.2
K02473.03,0,11.8
K03156.02,0,39.1
K03156.03,1,262.6
K03175.01,0,468.4
K07857.01,0,3.2
K03244.01,0,161.3
K03272.01,1,27.7
K05014.01,0,11.2
K05015.01,1,1948.2
K05016.01,0,13.9
K05017.01,0,11.6
K05018.01,1,51.0
K05019.01,0,16.4
K05020.01,0,9.7
K05021.01,0,7.6
K05140.01,0,
K05141.01,0,11.5
K05142.01,0,13.0
K05143.01,0,
K05144.01,0,7.9
K05145.01,1,671.1
K05146.01,0,7.6
K05147.01,0,12.2
K05264.01,0,
K05265.01,0,6.4
K05266.01,0,
K05267.01,0,9.5
K05268.01,0,7.2
K05269.01,0,14.1
K05270.01,0,
K05271.01,0,20.1
K03281.01,0,13.7
K03290.01,1,71.6
K03317.01,0,17.3
K03333.01,1,1363.9
K03359.01,0,2402.0
K07858.01,0,9.4
K03364.01,0,11.2
K05022.01,0,
K05023.01,1,155.5
K05024.01,0,14.2
K05025.01,1,304.2
K05026.01,0,19.5
K05027.01,0,9.1
K05028.01,1,13.1
K05029.01,0,6.8
K05646.01,0,12.3
K05647.01,0,33.5
K05648.01,0,11.4
K05649.01,0,11.8
K05650.01,0,6.6
K05651.01,0,16.1
K05652.01,0,12.4
K05653.01,0,9.4
K05772.01,0,6.0
K05773.01,0,10.5
K05774.01,1,8755.2
K05775.01,0,13.2
K05776.01,0,9.8
K05777.01,0,14.9
K05778.01,0,9.9
K05779.01,0,5.2
K05400.01,0,
K05401.01,0,6.1
K05402.01,0,
K05403.01,1,108.6
K05404.01,0,
K05405.01,0,
K05406.01,0,11.3
K05527.01,1,3295.6
K05528.01,0,6.8
K05529.01,1,2148.6
K05530.01,0,10.7
K05531.01,0,6.7
K05532.01,0,9.0
K05533.01,0,
K05534.01,0,6.3
K05654.01,0,12.4
K05655.01,0,5.3
K05656.01,0,
K05657.01,0,7.6
K05658.01,0,7.7
K05659.01,0,13.2
K05660.01,0,9.5
K05661.01,0,10.6
K05780.01,1,57.0
K05781.01,0,
K05782.01,0,10.0
K05783.01,0,
K05784.01,0,9.2
K05785.01,0,
K05786.01,1,2858.1
K05787.01,0,9.7
K05407.01,0,7.0
K05408.01,0,9.2
K05409.01,1,124.1
K05410.01,0,9.3
K05411.01,0,9.0
K05412.01,1,584.6
K05413.01,0,7.4
K05414.01,1,142.7
K05535.01,0,59.9
K05536.01,0,12.0
K05537.01,0,
K05538.01,0,5.6
K05539.01,0,20.6
K05540.01,0,10.2
K05541.01,0,12.0
K05542.01,1,70.9
K05662.01,0,12.4
K05663.01,0,16.4
K05664.01,1,19.0
K05665.01,0,6.9
K05666.01,0,5.2
K05667.01,0,26.2
K05668.01,0,
K05669.01,0,6.4
K05788.01,0,7.6
K05789.01,0,11.0
K05790.01,0,12.5
K05791.01,0,5.6
K05792.01,0,36.8
K05793.01,0,9.7
K05794.01,0,6.8
K05795.01,0,
K05415.01,0,6.5
K05416.01,0,38.6
K05417.01,1,3452.5
K05418.01,0,9.0
K05419.01,0,4.8
K05420.01,0,8.3
K05421.01,0,17.5
K05422.01,0,
K05543.01,1,18.3
K05544.01,1,682.9
K05545.01,0,8.8
K05546.01,0,9.0
K05547.01,0,8.5
K05548.01,0,7.5
K05549.01,0,
K05550.01,0,15.1
K05670.01,0,
K05671.01,0,7.4
K05672.01,1,31.8
K05673.01,0,
K05674.01,0,6.1
K05675.01,0,5.8
K05676.01,0,11.8
K05677.01,0,9.0
K05796.01,0,10.9
K05797.01,1,6944.9
K05798.01,0,6.0
K05799.01,0,9.9
K05800.01,0,10.9
K05801.01,0,12.4
K05802.01,1,38.3
K05803.01,0,
K05423.01,0,10.2
K05424.01,0,
K05425.01,0,
K05426.01,0,13.3
K05427.01,1,327.4
K05428.01,0,
K05429.01,0,
K05430.01,0,5.7
K05551.01,0,62.2
K05552.01,0,17.5
K05553.01,0,15.0
K05554.01,0,14.6
K05555.01,0,5.7
K05556.01,0,7.2
K05557.01,0,5.8
K05558.01,0,7.3
K05678.01,0,8.8
K05679.01,0,11.0
K05680.01,0,8.1
K05681.01,0,5.8
K05682.01,0,7.1
K05683.01,1,1583.7
K05684.01,0,16.7
K05685.01,0,11.6
K05804.01,0,347.6
K05805.01,0,14.4
K05806.01,0,8.7
K05807.01,0,
K05808.01,0,
K05809.01,0,
K05810.01,0,6.5
K05811.01,0,
K05431.01,0,
K05432.01,0,
K05433.01,0,15.4
K05434.01,0,12.5
K05435.01,0,10.7
K05436.01,1,2360.6
K05437.01,0,
K05438.01,0,9.0
K05559.01,0,8.4
K05560.01,0,5.8
K05561.01,0,
K05562.01,0,8.6
K05563.01,0,9.2
K05564.01,1,195.7
K05565.01,0,10.7
K05566.01,0,8.7
K05686.01,0,24.3
K05687.01,0,7.9
K05688.01,0,8.1
K05689.01,0,6.3
K05690.01,0,6.4
K05691.01,0,15.4
K05692.01,0,12.7
K05828.01,0,10.7
K05829.01,0,5.4
K05830.01,0,8.5
K05831.01,0,12.3
K05832.01,0,23.1
K05833.01,0,38.0
K05834.01,0,8.2
K05835.01,0,6.4
K05439.01,0,16.5
K05440.01,0,11.0
K05441.01,0,17.7
K05442.01,0,10.9
K05443.01,0,5.8
K05444.01,0,12.2
K05445.01,0,13.0
K05446.01,0,6.9
K05567.01,1,395.7
K05568.01,0,10.6
K05569.01,1,50.2
K05570.01,0,7.4
K05571.01,0,13.1
K05572.01,0,6.7
K05573.01,0,7.9
K05574.01,0,10.0
K05693.01,0,7.5
K05694.01,0,6.1
K05695.01,1,959.6
K05696.01,0,7.4
K05697.01,0,
K05698.01,0,8.1
K05699.01,0,11.5
K05700.01,1,3867.7
K05812.01,0,6.0
K05813.01,0,
K05814.01,1,5902.4
K05815.01,0,7.7
K05816.01,0,11.4
K05817.01,0,13.0
K05818.01,1,21.0
K05819.01,0,11.8
K05447.01,0,
K05448.01,0,26.2
K05449.01,1,451.7
K05450.01,0,
K05451.01,0,12.1
K05452.01,0,10.3
K05453.01,0,18.3
K05454.01,0,35.3
K05575.01,0,15.0
K05576.01,0,
K05577.01,0,6.6
K05578.01,0,8.3
K05579.01,0,6.2
K05580.01,0,5.7
K05581.01,0,21.9
K05582.01,0,28.2
K05701.01,0,
K05702.01,0,6.5
K05703.01,0,12.4
K05704.01,0,7.2
K05705.01,0,6.1
K05706.01,0,19.6
K05707.01,0,4.9
K05708.01,1,723.3
K05820.01,0,
K05821.01,0,
K05822.01,0,9.7
K05823.01,1,61.4
K05824.01,0,
K05825.01,0,6.9
K05826.01,0,6.9
K05827.01,0,18.6
K05455.01,0,11.4
K05456.01,0,7.0
K05457.01,0,3.5
K05458.01,0,11.8
K05459.01,0,8.9
K05460.01,1,98.6
K05461.01,0,18.0
K05462.01,0,18.1
K05583.01,0,6.6
K05584.01,1,2345.1
K05585.01,0,7.8
K05586.01,0,139.4
K05587.01,1,890.3
K05588.01,0,13.1
K05589.01,0,5.4
K05590.01,0,16.2
K05709.01,0,
K05710.01,0,
K05711.01,1,112.6
K05712.01,0,6.6
K05713.01,1,24.2
K05714.01,1,1159.5
K05715.01,0,11.9
K05716.01,0,
K05836.01,0,
K05837.01,0,
K05838.01,0,7.6
K05839.01,0,9.8
K05840.01,0,12.7
K05841.01,0,662.9
K05842.01,0,10.4
K05843.01,0,
K05463.01,1,66.9
K05464.01,0,10.2
K05465.01,0,5.7
K05466.01,0,11.6
K05467.01,0,
K05468.01,0,5.8
K05469.01,1,22.0
K05470.01,0,5.3
K05591.01,0,7.5
K05592.01,0,10.3
K05593.01,0,5.5
K05594.01,0,7.6
K05595.01,0,8.8
K05596.01,0,10.2
K05597.01,0,10.6
K05717.01,0,17.5
K05718.01,0,7.6
K05719.01,0,9.6
K05720.01,0,7.0
K05721.01,0,9.7
K05722.01,1,449.0
K05723.01,0,9.0
K05724.01,0,12.0
K05344.01,0,10.6
K05345.01,0,6.8
K05346.01,0,18.4
K05347.01,0,6.5
K05348.01,0,6.3
K05349.01,0,
K05350.01,0,
K05351.01,1,3096.9
K05471.01,1,1406.9
K05472.01,0,9.1
K05473.01,0,12.1
K05474.01,0,5.6
K05475.01,0,34.2
K05476.01,0,12.5
K05477.01,0,37.0
K05478.01,1,1002.8
K05598.01,0,6.1
K05599.01,0,
K05600.01,0,8.1
K05601.01,0,5.7
K05602.01,0,12.1
K05603.01,0,9.6
K05604.01,0,7.4
K05605.01,0,15.5
K05725.01,0,6.5
K05726.01,0,6.9
K05727.01,0,9.6
K05728.01,1,26.6
K05729.01,1,15.4
K05730.01,1,15.9
K05731.01,0,7.6
K05732.01,0,9.4
K05352.01,0,
K05353.01,0,226.6
K05354.01,0,5.4
K05355.01,0,21.5
K05356.01,0,
K05357.01,0,6.0
K05358.01,0,10.5
K05359.01,0,8.5
K05479.01,0,11.6
K05480.01,0,7.2
K05481.01,1,575.0
K05482.01,0,5.5
K05483.01,1,3497.6
K05484.01,0,5.4
K05485.01,0,8.9
K05486.01,0,19.7
K05606.01,1,444.4
K05607.01,0,16.6
K05608.01,0,6.7
K05609.01,0,8.6
K05610.01,0,5.5
K05611.01,0,5.4
K05612.01,0,7.5
K05613.01,0,7.9
K05733.01,1,388.6
K05734.01,0,
K05735.01,0,14.1
K05736.01,0,8.4
K05737.01,0,6.3
K05738.01,1,4791.0
K05739.01,0,17.9
K05740.01,0,8.7
K05360.01,0,8.7
K05361.01,0,15.4
K05362.01,0,
K05363.01,0,
K05364.01,0,
K05365.01,0,12.5
K05366.01,0,7.2
K05367.01,0,
K05487.01,0,8.8
K05488.01,0,54.5
K05489.01,0,12.1
K05490.01,0,6.3
K05491.01,0,9.1
K05492.01,0,18.0
K05493.01,1,643.3
K05494.01,0,
K05614.01,1,3934.3
K05615.01,1,1572.0
K05616.01,0,7.8
K05617.01,1,13.3
K05618.01,0,6.3
K05619.01,1,
K05620.01,0,
K05621.01,0,6.7
K05741.01,0,13.5
K05742.01,1,791.0
K05743.01,0,186.8
K05744.01,1,7846.3
K05745.01,0,643.6
K05746.01,0,5.7
K05747.01,0,7.3
K05748.01,0,11.6
K05368.01,0,
K05369.01,0,11.0
K05370.01,0,11.2
K05371.01,0,8.1
K05372.01,0,7.1
K05373.01,0,7.9
K05374.01,0,
K05375.01,0,13.7
K05495.01,1,150.5
K05496.01,0,
K05497.01,0,8.1
K05498.01,1,2502.9
K05499.01,0,7.6
K05500.01,0,5.9
K05501.01,0,7.0
K05502.01,0,15.0
K05622.01,0,18.2
K05623.01,0,11.4
K05624.01,0,10.0
K05625.01,0,30.0
K05626.01,0,34.8
K05627.01,0,5.2
K05628.01,0,10.4
K05629.01,0,8.2
K05749.01,0,7.6
K05750.01,0,9.8
K05751.01,0,
K05752.01,1,9.7
K05753.01,1,3168.8
K05754.01,1,166.8
K05755.01,0,10.1
K05756.01,0,
K05376.01,0,6.7
K05377.01,0,
K05378.01,1,15.1
K05379.01,0,14.4
K05380.01,0,15.8
K05381.01,0,5.5
K05382.01,0,21.0
K05383.01,0,
K05503.01,0,3.9
K05504.01,0,
K05505.01,0,10.6
K05506.01,0,10.6
K05507.01,0,5.7
K05508.01,1,1040.1
K05509.01,0,5.4
K05510.01,1,911.3
K05630.01,0,7.2
K05631.01,0,14.0
K05632.01,0,27.0
K05633.01,0,8.2
K05634.01,0,
K05635.01,0,15.6
K05636.01,1,25.3
K05637.01,0,
K05757.01,0,9.4
K05758.01,0,8.3
K05759.01,0,
K05760.01,1,671.1
K05761.01,0,10.0
K05762.01,0,9.5
K05763.01,0,5.8
K05764.01,0,9.8
K05384.01,0,228.4
K05385.01,0,9.5
K05386.01,0,11.7
K05387.01,0,10.8
K05388.01,0,13.2
K05389.01,0,4.7
K05390.01,0,8.9
K05391.01,0,6.4
K05511.01,0,6.4
K05512.01,0,11.0
K05513.01,1,354.7
K05514.01,0,5.2
K05515.01,0,35.1
K05516.01,1,145.4
K05517.01,0,6.8
K05518.01,0,19.1
K05638.01,0,7.6
K05639.01,0,10.5
K05640.01,0,10.8
K05641.01,0,12.5
K05642.01,0,8.0
K05643.01,0,6.8
K05644.01,0,
K05645.01,0,
K05765.01,0,8.5
K05766.01,0,6.4
K05767.01,0,5.8
K05768.01,0,9.2
K05769.01,0,10.9
K05770.01,0,4.6
K05771.01,0,5.7
