kepoi_name,ss,snr
K02702.01,1,20.5
K02703.01,0,36.1
K00260.02,0,81.9
K02704.01,0,50.5
K02704.02,0,24.3
K02705.01,0,37.1
K02763.01,1,26.8
K02764.01,0,21.7
K02765.01,0,27.8
K02766.01,1,48.2
K02767.01,1,28.1
K02844.01,0,15.5
K02845.01,0,17.7
K02846.01,0,13.9
K02848.01,0,23.9
K00271.03,0,22.0
K02849.01,0,16.1
K02921.01,0,10.6
K02922.01,1,17.1
K02923.01,0,15.3
K02924.01,0,16.7
K02926.01,0,23.8
K02926.02,0,22.6
K02706.01,0,14.6
K02707.01,0,34.9
K02707.02,0,15.2
K02707.03,0,20.0
K02708.01,0,27.3
K02768.01,0,9.1
K02768.02,0,8.3
K02769.01,1,43.4
K02770.01,0,24.3
K00041.02,0,38.2
K00267.01,0,12.8
K02850.01,1,15.5
K02851.01,0,13.9
K02851.02,0,9.7
K02852.01,0,22.4
K02853.01,0,18.9
K02927.01,0,17.1
K02928.01,0,17.0
K02929.01,1,18.6
K02930.01,1,14.3
K00277.01,0,194.9
K02709.01,1,7.5
K02710.01,0,38.7
K00260.03,0,43.5
K02711.01,0,23.5
K02711.02,0,13.5
K02771.01,0,12.3
K02773.01,1,25.3
K02774.01,1,43.2
K02775.01,0,19.1
K02776.01,0,17.9
K02777.01,0,21.9
K02854.01,0,76.4
K02855.01,0,19.8
K02856.01,0,20.1
K02857.01,0,19.9
K00272.01,0,196.4
K02857.02,0,14.2
K02931.01,0,20.5
K02932.01,0,13.6
K02933.01,0,18.9
K02935.01,0,15.5
K02936.01,0,13.7
K02712.01,0,11.9
K02713.01,1,25.1
K02714.01,0,39.0
K02714.02,0,36.2
K02715.01,0,65.6
K02778.01,0,22.1
K02779.01,0,23.7
K02780.01,0,20.0
K02781.01,0,18.0
K00268.01,0,108.9
K02859.01,0,15.6
K02859.02,0,13.9
K02859.03,0,11.1
K02861.01,0,17.2
K02862.01,0,12.1
K02946.01,0,20.1
K02948.01,0,19.0
K02949.01,0,11.8
K02951.01,0,11.9
K02952.01,0,13.5
K02715.02,0,36.0
K02715.03,0,20.5
K02716.01,0,31.6
K00261.01,0,125.8
K02716.02,0,17.0
K02785.01,0,35.4
K02786.01,0,28.4
K02787.01,0,22.9
K02789.01,0,19.9
K02790.01,0,22.6
K02863.01,0,13.9
K02864.01,0,22.2
K02865.01,0,17.2
K02866.01,0,15.9
K00273.01,0,82.0
K02961.01,0,12.2
K02962.01,0,13.6
K02963.01,0,19.7
K02963.02,0,12.8
K02964.01,0,16.9
K02717.01,0,79.7
K02718.01,0,47.7
K02719.01,0,20.8
K02720.01,0,30.7
K02721.01,0,27.9
K02791.01,0,20.0
K02792.01,0,22.1
K02794.01,0,32.0
K02795.01,1,37.6
K02797.01,0,23.2
K02867.01,0,26.1
K02867.02,1,14.0
K02868.01,0,17.5
K02869.01,0,19.3
K02870.01,0,14.3
K02942.01,0,17.5
K02942.02,0,17.0
K02943.01,0,20.8
K02944.01,1,22.2
K02945.01,0,16.0
K00277.02,0,35.2
K02722.01,0,20.1
K02722.02,0,17.4
K02722.03,0,18.6
K02722.04,0,15.3
K00262.01,0,32.3
K00269.01,0,60.8
K02798.01,0,23.0
K02799.01,0,26.0
K02800.01,1,22.2
K02801.01,0,24.4
K02871.01,0,15.1
K02871.02,0,14.4
K02872.01,0,16.2
K02873.01,0,36.9
K02876.01,0,17.7
K02955.01,0,21.6
K02956.01,0,16.8
K02958.01,0,16.2
K02959.01,0,17.5
K02960.01,1,15.8
K00279.01,0,244.7
K02723.01,0,30.7
K02724.01,0,30.8
K02725.01,0,48.3
K02726.01,1,20.3
K02727.01,1,27.6
K02802.01,0,17.6
K02803.01,0,15.9
K02804.01,0,15.3
K02805.01,0,20.6
K02807.01,0,20.2
K00041.03,0,28.8
K00274.01,0,29.5
K02877.01,0,16.7
K02878.01,0,16.2
K02880.01,0,20.0
K02882.01,0,16.1
K02965.01,0,34.9
K02966.01,0,14.6
K02967.01,0,19.5
K02968.01,0,18.4
K02969.01,1,38.3
K02729.01,0,28.4
K02730.01,0,26.2
K02731.01,0,21.8
K02732.01,0,33.8
K02732.03,0,20.0
K02808.01,0,30.3
K00270.01,0,62.1
K02809.01,1,20.7
K02810.01,1,34.5
K02810.02,0,7.0
K02811.01,0,14.8
K02882.02,1,20.3
K02883.01,0,19.3
K02884.01,0,15.1
K02885.01,1,11.5
K02886.01,0,21.2
K02675.01,0,55.1
K02675.02,0,19.2
K02676.01,0,102.7
K02677.01,0,92.3
K02678.01,0,40.2
K00262.02,0,21.0
K02733.01,0,17.4
K02734.01,0,20.3
K02735.01,0,26.3
K02736.01,0,23.1
K02812.01,0,28.6
K02813.01,0,16.1
K02815.01,0,20.6
K02816.01,0,18.9
K02817.01,0,21.0
K02887.01,0,43.3
K00274.02,0,20.4
K02888.01,1,40.6
K02889.01,0,45.6
K02890.01,0,14.5
K02679.01,0,48.5
K00258.01,1,52.5
K02680.01,0,7.7
K02681.01,0,73.2
K02681.02,0,11.4
K02682.01,1,86.1
K02737.01,0,40.9
K02738.01,1,43.0
K02739.01,0,25.3
K02739.02,0,10.5
K02740.01,1,21.5
K02819.01,0,23.3
K00270.02,0,61.2
K02820.01,0,16.5
K02821.01,0,14.4
K02822.01,0,20.9
K02891.01,1,19.2
K02892.01,1,20.9
K02894.01,0,14.0
K02895.01,0,65.2
K02896.01,0,47.4
K02683.01,0,110.9
K02684.01,0,21.2
K02685.01,1,58.0
K02686.01,0,69.3
K02687.01,0,14.2
K02741.01,0,27.3
K00263.01,0,36.0
K02743.01,0,21.4
K02744.01,0,26.7
K02745.01,0,26.9
K02823.01,0,55.5
K02824.01,1,19.8
K02825.01,0,34.5
K02826.01,1,18.0
K02827.01,0,12.6
K02897.01,0,91.9
K02898.01,0,15.8
K00275.01,0,77.3
K02899.01,0,13.2
K02900.01,0,17.1
K02687.02,0,14.8
K00041.01,0,106.7
K00259.01,1,721.9
K02688.01,0,78.0
K02689.01,0,48.0
K02690.01,0,20.8
K02746.01,1,30.0
K02747.01,0,20.1
K02748.01,0,28.2
K02748.02,0,17.7
K02749.01,0,29.0
K02828.01,0,23.2
K02829.01,0,20.0
K00271.01,0,53.9
K02830.01,0,35.3
K02831.01,1,22.8
K02901.01,0,22.3
K02903.01,0,13.1
K02904.01,0,30.0
K02905.01,0,14.6
K02906.01,0,15.6
K02691.01,0,62.8
K02692.01,1,45.6
K02693.01,0,36.9
K02693.02,0,22.9
K02693.03,0,29.1
K02750.01,0,37.1
K02751.01,0,20.2
K00264.01,0,62.8
K02752.01,0,16.9
K02753.01,0,21.6
K02832.01,0,16.6
K02833.01,0,12.5
K02834.01,0,20.0
K02835.01,0,22.5
K02836.01,0,18.2
K02906.02,0,11.2
K02907.01,0,19.7
K02908.01,0,20.3
K00275.02,0,47.9
K02910.01,0,19.7
K02694.01,0,53.6
K02694.02,0,25.8
K00260.01,0,48.7
K02695.01,0,13.2
K02696.01,0,54.6
K02696.02,0,27.0
K02754.01,0,23.7
K02755.01,0,21.3
K02756.01,0,26.5
K02757.01,0,26.7
K02758.01,0,99.9
K02837.01,0,24.3
K02838.01,0,17.4
K02838.02,0,15.5
K00271.02,0,69.7
K02839.01,0,19.8
K02911.01,0,72.0
K02912.01,0,21.9
K02913.01,0,17.2
K02914.01,0,26.3
K02915.01,0,15.7
K02697.01,0,33.1
K02698.01,0,64.6
K02699.01,0,50.4
K02700.01,0,29.9
K02701.01,0,10.2
K02759.01,0,22.9
K02760.01,0,21.6
K02761.01,1,35.9
K00265.01,0,52.5
K02762.01,0,29.3
K00301.01,0,71.6
K00301.02,0,21.9
K00302.01,0,88.0
K00303.01,0,120.1
K00304.01,0,102.2
K00359.01,1,59.9
K00360.01,0,37.0
K00061.01,0,7.4
K00361.01,0,51.6
K00362.01,1,2707.7
K00363.01,1,102.8
K03005.01,0,13.9
K03007.01,0,11.9
K03008.01,0,16.0
K03010.01,0,15.4
K03011.01,0,21.6
K03086.01,0,16.5
K03087.01,0,15.4
K03087.02,0,19.4
K03088.01,0,13.3
K00285.01,0,167.6
K03089.01,0,12.2
K00304.02,0,5.2
K00305.01,0,79.7
K00306.01,0,35.6
K00307.01,0,39.0
K00046.01,0,350.6
K00365.01,0,135.4
K00366.01,0,384.0
K00367.01,0,324.3
K00368.01,1,2217.1
K00369.01,0,27.4
K03012.01,0,20.2
K03013.01,0,14.6
K03014.01,0,17.8
K03015.01,0,15.4
K00282.02,0,31.0
K03017.01,0,11.9
K03090.01,0,15.9
K03091.01,0,13.5
K03092.01,0,15.4
K03093.01,0,14.3
K03095.01,0,13.1
K00307.02,0,36.9
K00308.01,0,52.5
K00309.01,0,21.7
K00311.01,0,42.7
K00312.01,0,54.8
K00369.02,0,24.1
K00370.01,0,112.2
K00063.01,0,40.2
K00370.02,0,32.9
K00371.01,1,49.7
K00372.01,0,150.4
K03018.01,0,17.3
K03019.01,0,16.1
K03020.01,0,15.0
K03021.01,0,12.4
K03022.01,0,14.1
K03097.01,0,15.1
K03097.02,0,14.7
K03097.03,0,13.0
K03098.01,0,28.1
K00043.01,1,85.0
K00285.02,0,67.5
K00312.02,0,46.4
K00313.01,0,81.8
K00313.02,0,76.8
K00314.01,0,112.8
K00314.02,0,57.4
K00046.02,0,11.5
K00373.01,0,85.8
K00374.01,0,92.9
K00375.01,0,136.4
K00376.01,1,99.6
K00376.02,1,53.1
K00377.01,0,577.1
K03022.02,0,11.5
K03023.01,0,31.1
K03025.01,0,13.8
K03026.01,0,15.2
K00282.03,0,12.2
K03099.01,0,14.5
K03101.01,0,14.3
K03105.01,0,12.8
K03106.01,0,12.8
K03107.01,0,14.0
K00314.03,0,22.0
K00315.01,0,90.8
K00316.01,0,123.2
K00316.02,0,50.9
K00316.03,0,43.6
K00377.02,0,366.1
K00064.01,0,30.1
K00377.03,0,48.9
K00378.01,1,33.0
K00379.01,0,49.1
K00379.02,0,12.9
K03027.01,0,11.9
K03028.01,0,16.5
K03029.01,0,11.0
K03029.02,0,11.1
K03030.01,0,15.6
K03108.01,0,17.8
K03109.01,0,14.1
K03110.01,0,12.4
K03111.01,0,14.2
K03111.02,0,11.4
K00285.03,0,35.0
K00317.01,0,92.7
K00318.01,0,46.1
K00319.01,0,286.0
K00320.01,0,46.3
K00321.01,0,97.0
K00005.01,0,380.8
K00389.01,1,66.6
K00390.01,1,64.7
K00391.01,1,57.0
K00392.01,0,29.3
K00392.02,0,12.2
K03031.01,0,12.2
K03032.01,1,18.1
K03033.01,1,20.4
K03034.01,0,15.1
K03035.01,1,
K03112.01,0,11.3
K03113.01,0,16.7
K03114.01,0,14.4
K03115.01,0,16.8
K03116.01,0,12.9
K00048.01,1,2793.4
K00321.02,0,25.2
K00322.01,1,208.2
K00323.01,0,11.2
K00324.01,1,104.8
K00325.01,0,74.3
K00380.01,1,76.4
K00381.01,1,132.7
K00382.01,1,53.6
K00384.01,0,56.7
K00385.01,0,44.1
K00283.01,0,84.9
K03036.01,0,23.0
K03037.01,0,14.2
K03038.01,0,14.2
K03039.01,0,16.6
K03117.01,0,10.9
K03119.01,0,19.7
K03120.01,0,15.2
K03122.01,0,14.9
K03123.01,0,13.1
K00286.01,1,65.8
K00326.01,1,44.1
K00326.02,1,15.3
K00327.01,0,58.6
K00327.02,0,25.5
K00328.01,0,104.3
K00386.01,0,73.6
K00066.01,0,218.3
K00386.02,0,34.3
K00387.01,0,98.2
K00388.01,0,87.3
K03040.01,0,13.6
K03041.01,0,12.5
K03042.01,0,12.7
K03043.01,0,13.2
K03045.01,0,16.4
K03124.01,0,15.9
K03125.01,0,16.3
K03126.01,1,19.1
K03127.01,0,14.2
K03128.01,0,15.7
K00049.01,0,19.6
K00329.01,1,45.9
K00330.01,0,55.1
K00330.02,0,18.2
K00331.01,0,54.2
K00393.01,0,42.7
K00394.01,1,23.4
K00069.01,0,287.8
K00395.01,0,41.9
K00396.01,0,68.0
K00397.01,1,431.6
K03047.01,1,20.7
K00283.02,0,13.5
K03048.01,0,15.5
K03049.01,0,13.3
K03050.01,0,16.1
K03129.01,0,13.3
K03130.01,0,12.3
K03130.02,0,11.7
K03131.01,0,14.3
K03132.01,0,31.0
K00332.01,0,72.0
K00333.01,0,26.8
K00334.01,1,19.5
K00335.01,0,111.3
K00336.01,1,13.1
K00279.02,0,55.2
K02970.01,0,14.8
K02971.01,0,18.1
K02972.01,0,15.2
K02973.01,1,17.6
K03051.01,0,11.2
K03052.01,0,12.2
K03052.02,0,15.7
K03053.01,0,14.7
K03055.01,0,0.8
K03056.01,0,13.6
K00287.01,1,308.1
K03135.01,1,37.3
K03136.01,0,13.6
K03140.01,0,13.8
K03141.01,0,11.7
K00337.01,0,41.8
K00051.01,1,400.2
K00338.01,0,48.7
K00338.02,0,15.6
K00339.01,0,71.9
K00339.02,0,35.0
K02975.01,1,16.7
K02976.01,0,13.8
K02977.01,0,17.7
K02977.02,0,16.8
K02978.01,0,18.7
K03057.01,0,19.4
K00284.01,0,43.4
K03057.02,0,18.9
K03058.01,0,13.6
K03059.01,0,29.9
K03142.01,0,12.3
K03144.01,0,16.0
K03145.01,0,15.7
K03145.02,0,14.8
K03146.01,0,13.9
K00340.01,1,842.3
K00341.01,0,89.3
K00341.02,0,41.6
K00343.01,0,138.5
K00343.02,0,88.4
K02979.01,0,16.9
K00280.01,0,84.7
K02980.01,0,16.4
K02981.01,0,14.6
K02982.01,0,11.0
K03060.01,0,12.5
K03061.01,0,14.0
K03063.01,0,13.1
K03064.01,0,125.2
K03065.01,0,11.7
K03147.01,0,15.2
K00288.01,0,99.5
K03148.01,0,11.4
K00289.01,0,106.9
K00289.02,0,250.0
K00343.03,0,27.3
K00052.01,1,98.0
K00344.01,0,122.9
K00345.01,0,128.3
K00346.01,0,49.5
K02984.01,0,15.8
K02985.01,0,43.2
K02986.01,1,21.7
K03429.04,0,8.0
K02987.01,0,14.5
K02989.01,0,16.2
K03066.01,0,14.0
K03067.01,1,13.7
K00284.02,0,51.1
K01175.03,0,23.7
K03068.01,0,13.2
K03069.01,0,14.3
K00290.01,0,52.9
K00291.01,0,63.2
K00291.02,0,26.1
K02243.03,0,12.7
K00044.01,1,1049.3
K00292.01,0,77.3
K00347.01,1,97.5
K00348.01,0,145.5
K00349.01,0,61.7
K02924.02,0,11.9
K00350.01,0,42.5
K00351.01,0,355.0
K02990.01,0,19.2
K02991.01,0,19.1
K00042.01,0,154.5
K00281.01,0,111.0
K02992.01,0,17.1
K02994.01,0,15.7
K03070.01,0,16.0
K03071.01,0,13.9
K03072.01,0,13.4
K03073.01,0,13.5
K03074.01,0,40.6
K00293.01,0,28.1
K02263.03,0,11.9
K00294.01,0,52.6
K00295.01,0,80.9
K00295.02,0,19.9
K00296.01,0,64.4
K00351.02,0,232.4
K02926.05,0,16.3
K00351.03,0,43.5
K00053.01,1,162.9
K00352.01,0,40.9
K00353.01,0,116.3
K00353.02,0,17.4
K03646.02,1,133.9
K02995.01,0,16.5
K02996.01,0,14.8
K02997.01,0,22.2
K02998.01,0,25.3
K02999.01,1,24.8
K01232.02,0,5.9
K03075.01,0,15.2
K03078.01,0,12.0
K03081.01,0,10.9
K00284.03,0,43.5
K03082.01,0,16.5
K02264.02,0,12.2
K00297.01,0,39.5
K00298.01,0,36.3
K00298.02,0,22.9
K00299.01,0,94.1
K00045.01,1,394.7
K00300.01,0,60.6
K00354.01,0,70.9
K00354.02,0,22.3
K00355.01,0,84.5
K00356.01,0,273.7
K00358.01,1,3845.4
K04146.02,0,10.9
K03000.01,0,17.2
K03002.01,0,13.7
K03003.01,0,14.6
K00282.01,0,190.3
K03004.01,0,12.8
K01236.04,0,30.5
K03083.01,0,11.2
K03083.02,0,8.5
K03083.03,0,10.1
K03084.01,0,12.1
K03085.01,0,18.8
K00520.03,0,36.7
K00521.01,0,111.1
K00522.01,0,79.6
K00523.01,0,125.4
K00523.02,0,43.8
K02964.02,0,7.6
K00574.02,0,22.8
K00090.01,0,68.1
K00575.01,0,42.5
K00576.01,1,55.1
K00577.01,0,24.9
K04260.03,0,15.6
K00421.01,0,1022.2
K00422.01,0,212.9
K00423.01,0,556.2
K00424.01,1,465.4
K00070.04,0,24.8
K01278.05,0,7.0
K00477.01,0,36.1
K00478.01,0,77.2
K00479.01,0,83.9
K00480.01,0,88.3
K00481.01,0,98.8
K02298.03,0,9.0
K00524.01,0,105.9
K00525.01,0,57.6
K00085.01,0,186.7
K00526.01,0,153.3
K00527.01,1,24.7
K03091.02,0,8.3
K00578.01,0,183.1
K00579.01,0,52.1
K00579.02,0,37.9
K00580.01,0,69.8
K00581.01,0,101.6
K04288.04,0,11.2
K00425.01,1,140.2
K00426.01,0,62.4
K00427.01,0,68.4
K00427.02,0,40.7
K00427.03,0,21.9
K01289.02,0,4.9
K00481.02,0,82.1
K00481.03,0,66.1
K00081.01,0,225.5
K00482.01,1,42.3
K00483.01,0,88.1
K00255.03,0,9.3
K00528.01,0,82.6
K00528.02,0,44.7
K00528.03,0,42.4
K00529.01,1,76.0
K00530.01,0,30.6
K03138.02,0,5.9
K00531.01,0,363.9
K00581.02,0,22.5
K00582.01,0,67.6
K00092.01,0,70.4
K00582.02,0,29.8
K04260.04,0,14.4
K00582.03,0,21.5
K00428.01,0,535.5
K00429.01,0,209.2
K00430.01,0,81.2
K00430.02,0,11.1
K01353.03,0,10.6
K00431.01,0,72.7
K00070.05,0,17.2
K00484.01,0,75.7
K00485.01,1,78.4
K00486.01,0,70.3
K02342.02,0,7.7
K00487.01,0,57.6
K00488.01,0,42.6
K00532.01,0,83.7
K00533.01,0,46.8
K00085.02,0,83.0
K00317.02,0,12.5
K00533.02,0,12.3
K00534.01,0,49.1
K00583.01,0,49.0
K00584.01,0,97.3
K00584.02,0,60.2
K00584.03,0,18.3
K00585.01,0,70.3
K00431.02,0,40.6
K00432.01,0,117.0
K00433.01,0,227.4
K01437.02,0,8.6
K00433.02,0,287.6
K00434.01,1,873.4
K00489.01,0,49.5
K00489.02,0,5.4
K00490.01,0,63.0
K02583.02,0,7.5
K00082.01,0,242.7
K00490.02,0,544.2
K00534.02,0,44.5
K00535.01,0,152.4
K00536.01,0,51.0
K03191.02,0,12.1
K00537.01,0,64.2
K00538.01,0,56.2
K00539.01,0,
K00586.01,0,39.4
K00587.01,0,60.9
K00588.01,0,49.5
K00094.01,0,1118.9
K00590.01,0,34.7
K00435.01,0,123.1
K00435.02,0,135.5
K00436.01,0,590.6
K01437.03,0,9.3
K00437.01,0,135.8
K00438.01,0,90.5
K00072.01,0,189.5
K00490.03,0,49.6
K00490.04,0,18.5
K00491.01,0,29.8
K00492.01,0,50.8
K00493.01,1,40.4
K00494.01,0,45.1
K00540.01,1,67.9
K00541.01,0,43.4
K00007.01,0,346.9
K00085.03,0,55.3
K00542.01,0,47.0
K00542.02,0,20.4
K00597.03,0,27.4
K00598.01,0,66.4
K00598.02,0,21.5
K00599.01,0,45.3
K00600.01,0,45.9
K00438.02,0,38.4
K00439.01,0,363.2
K01613.03,0,11.1
K00440.01,0,75.0
K00440.02,0,65.4
K00441.01,0,35.6
K00495.01,0,67.3
K00496.01,0,43.9
K02593.02,0,13.1
K00497.01,0,50.9
K00082.02,0,81.7
K00497.02,0,22.1
K00543.01,0,65.5
K00543.02,0,30.8
K03209.02,0,19.6
K00544.01,1,53.8
K00545.01,1,32.2
K00546.01,0,59.6
K00590.02,0,30.1
K00591.01,0,16.1
K00787.03,0,11.4
K00592.01,0,40.9
K00593.01,0,39.0
K00593.02,0,35.4
K00442.01,0,53.3
K00442.02,0,41.2
K01815.02,0,9.2
K00442.03,0,21.2
K00443.01,0,80.3
K00444.01,0,58.8
K00498.01,0,4.7
K00499.01,0,36.9
K00500.01,0,92.3
K00500.02,0,79.2
K00500.03,0,44.9
K00500.04,0,40.4
K00546.02,0,38.1
K00547.01,0,117.7
K00548.01,0,58.1
K00087.01,0,57.4
K00549.01,1,57.0
K00593.03,0,18.7
K00595.01,0,
K00596.01,0,75.4
K00597.01,0,46.4
K00094.02,0,204.4
K00597.02,0,30.0
K00072.02,0,134.8
K00445.01,0,
K00446.01,0,40.4
K00446.02,0,36.0
K00447.01,1,62.2
K00448.01,0,40.3
K00448.02,0,38.9
K00500.05,0,51.5
K00501.01,0,43.6
K00502.01,0,34.5
K00082.03,0,27.5
K00503.01,0,67.0
K00549.02,0,40.9
K00550.01,0,50.5
K00551.01,0,36.4
K03226.02,0,11.3
K00551.02,0,33.0
K00552.01,1,143.2
K00601.01,0,40.5
K00601.02,0,23.1
K00601.03,0,17.4
K00929.02,0,10.1
K00602.01,0,40.5
K00094.03,0,291.3
K00449.01,1,104.1
K00450.01,0,48.8
K00451.01,0,58.9
K01910.02,0,10.3
K00452.01,0,100.3
K00074.01,0,331.6
K00453.01,1,43.0
K00504.01,0,36.3
K00505.01,0,41.6
K02678.02,0,2.8
K00505.02,0,27.1
K00505.03,0,24.0
K00505.04,0,22.1
K00553.01,0,37.8
K00554.01,0,47.0
K03337.02,0,7.3
K00555.01,0,35.9
K00555.02,0,42.6
K00088.01,0,48.4
K00398.01,0,257.2
K00398.02,0,124.3
K01022.02,0,8.2
K00398.03,0,44.7
K00399.01,1,339.9
K00400.01,1,102.0
K00454.01,0,44.1
K00455.01,1,30.9
K01942.02,0,10.2
K00456.01,0,120.0
K00456.02,0,42.3
K00457.01,0,77.7
K00505.05,0,41.8
K00506.01,0,97.7
K02871.04,0,8.3
K00507.01,0,61.4
K00508.01,0,89.9
K00082.04,0,22.4
K00556.01,1,34.8
K00557.01,0,53.2
K00331.02,0,10.1
K00558.01,0,50.6
K00559.01,0,17.3
K00560.01,0,32.6
K00401.01,0,171.0
K00401.02,0,49.6
K00005.02,0,
K00070.01,0,252.8
K00401.03,0,21.8
K00402.01,1,1357.5
K00457.02,0,52.5
K00458.01,0,103.0
K02133.02,0,9.5
K00459.01,0,82.4
K00459.02,0,25.6
K00075.01,0,301.8
K00508.02,0,60.8
K00509.01,0,80.1
K02876.02,0,48.8
K00509.02,0,56.5
K00509.03,0,25.8
K00510.01,0,51.8
K00561.01,0,60.6
K00563.01,0,38.1
K03372.02,1,11.3
K00564.01,0,39.1
K00564.02,0,171.0
K00564.03,0,25.0
K00403.01,1,52.1
K00404.01,1,161.3
K01083.02,0,9.6
K00405.01,1,971.1
K00406.01,1,309.0
K00407.01,1,591.2
K00408.01,0,101.6
K00460.01,0,109.4
K02174.04,0,8.1
K00461.01,1,52.2
K00462.01,0,88.7
K00463.01,0,75.7
K00464.01,0,286.6
K00464.02,0,87.1
K02906.03,0,10.7
K00510.02,0,45.8
K00510.03,0,22.7
K00510.04,0,20.4
K00511.01,0,69.2
K00511.02,0,23.8
K07624.01,0,12.2
K00089.01,0,95.1
K00565.01,0,37.2
K00566.01,0,31.7
K00567.01,0,78.9
K00567.02,0,44.7
K04772.03,0,10.1
K00408.02,0,55.1
K00408.03,0,32.3
K00070.02,0,130.0
K00408.04,0,16.6
K00409.01,0,87.8
K00082.06,0,11.9
K00465.01,0,43.7
K00466.01,0,141.0
K00467.01,0,245.2
K00468.01,0,87.6
K00076.01,0,72.6
K06048.02,1,
K06245.03,0,4.6
K00082.05,0,15.8
K00512.01,0,48.1
K00513.01,0,63.1
K00514.01,1,46.3
K00515.01,1,111.5
K07625.01,0,7.0
K00567.03,0,41.4
K00568.01,0,36.2
K00568.02,0,17.3
K00569.01,0,31.6
K00569.02,0,31.0
K04773.02,0,10.9
K00410.01,1,312.2
K00411.01,0,36.5
K00412.01,0,421.2
K00413.01,0,63.8
K00413.02,0,31.9
K04846.02,0,9.7
K00469.01,0,114.8
K00470.01,0,212.5
K00471.01,0,53.1
K00471.02,0,15.8
K00472.01,0,139.8
K06612.02,0,0.0
K00516.01,1,26.4
K00517.01,0,115.7
K00518.01,0,95.6
K00518.02,0,43.3
K00518.03,0,49.0
K07626.01,0,9.9
K00570.01,1,50.7
K00089.02,0,70.0
K00571.01,0,47.8
K00571.02,0,47.1
K00571.03,0,41.8
K00571.04,0,33.9
K00414.01,1,1703.2
K00414.02,0,44.4
K00415.01,0,183.8
K00070.03,0,100.5
K00416.01,0,157.3
K04896.02,0,10.1
K00473.01,0,54.0
K00474.01,0,52.5
K00474.02,0,31.5
K00474.03,0,25.5
K00474.04,0,16.6
K06707.02,0,9.3
K00519.01,0,47.2
K00084.01,0,251.9
K00519.02,0,41.3
K00520.01,0,70.4
K00520.02,0,33.1
K07627.01,0,323.4
K00572.01,0,58.6
K00572.02,0,21.3
K00573.01,0,70.5
K00573.02,0,27.9
K00574.01,0,64.7
K04838.03,0,6.7
K00416.02,0,54.2
K00417.01,0,258.5
K00418.01,1,944.4
K00419.01,1,427.5
K00420.01,0,276.1
K05007.02,0,12.2
K00006.01,0,43.0
K00080.01,0,351.4
K00475.01,0,48.7
K00475.02,0,45.3
K00476.01,0,36.0
K06765.02,0,8.6
K00725.01,1,69.6
K00726.01,0,51.8
K00727.01,0,213.7
K00728.01,0,288.5
K00729.01,0,125.3
K07628.01,0,19.1
K00730.01,0,39.4
K00627.02,0,30.4
K00628.01,0,52.2
K00629.01,0,38.5
K00630.01,1,43.1
K05449.02,0,16.9
K00631.01,1,1055.9
K00682.01,0,208.4
K00683.01,0,58.5
K00684.01,0,92.6
K00685.01,0,76.1
K07124.02,0,9.2
K00686.01,0,825.0
K00687.01,0,15.1
K00730.02,0,25.3
K00730.03,0,26.0
K00111.03,0,116.9
K07630.01,0,7.9
K00730.04,0,23.7
K00731.01,1,60.4
K00099.01,0,94.8
K00632.01,0,41.6
K00633.01,0,47.8
K00634.01,1,191.3
K00635.01,0,19.2
K00636.01,1,1898.4
K00688.01,0,64.4
K00689.01,0,38.4
K00547.03,0,9.1
K00690.01,1,169.8
K00107.01,0,168.3
K00691.01,0,95.3
K00691.02,0,20.3
K00732.01,0,128.2
K00732.02,0,10.4
K07629.01,1,16.3
K00732.03,0,12.6
K00733.01,0,68.5
K00733.02,0,41.7
K00637.01,1,415.7
K00638.01,0,97.2
K00638.02,0,73.7
K00639.01,0,43.9
K00640.01,0,59.9
K00692.01,0,42.1
K00692.02,0,36.0
K00548.02,0,7.3
K00693.01,0,36.5
K00693.02,0,67.5
K00694.01,0,114.3
K00733.03,0,23.9
K00733.04,0,16.1
K00408.05,0,8.6
K00734.01,0,64.5
K00112.01,0,126.8
K00734.02,0,14.9
K00100.01,0,125.9
K00641.01,0,58.3
K00642.01,0,37.8
K00643.01,1,47.8
K00644.01,1,1283.6
K00695.01,0,79.8
K00696.01,0,46.7
K07378.02,0,11.4
K00697.01,0,103.1
K00108.01,0,144.2
K00698.01,1,550.2
K00735.01,0,51.9
K00736.01,0,40.2
K00736.02,0,24.2
K00737.01,1,125.6
K00738.01,0,51.4
K00645.01,0,28.5
K00645.02,0,38.3
K00646.01,1,1670.6
K00647.01,0,66.2
K00648.01,0,150.5
K00699.01,1,294.4
K00700.01,0,51.8
K00700.02,0,42.0
K00700.03,0,30.5
K00700.04,0,25.0
K00738.02,0,41.3
K00739.01,0,65.2
K04388.02,0,9.1
K00740.01,0,36.2
K00741.01,1,1144.3
K00649.01,0,67.9
K00102.01,0,473.2
K00650.01,0,96.3
K00651.01,1,60.9
K00652.01,0,195.9
K00701.01,0,99.7
K07521.02,0,2.6
K00701.02,0,73.0
K00701.03,0,46.3
K00702.01,1,79.3
K00108.02,0,184.6
K00703.01,0,44.4
K00653.01,1,43.1
K00654.01,0,37.5
K00654.02,0,13.6
K00655.01,0,78.4
K00655.02,0,46.3
K07544.02,1,109.2
K00704.01,0,58.4
K00705.01,0,237.4
K00706.01,1,1230.7
K00707.01,0,117.3
K00707.02,0,66.5
K04453.02,1,8.8
K00656.01,0,83.3
K00657.01,0,68.0
K00102.02,0,29.3
